Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2025-05-22,Barbell Squat,Legs,80.0,lbs,8,,,,""
2025-05-23,Incline Barbell Bench Press,Chest,70.0,lbs,12,,,,""
2025-05-23,Incline Barbell Bench Press,Chest,80.0,lbs,7,,,,""
2025-05-23,Incline Barbell Bench Press,Chest,70.0,lbs,8,,,,""
2025-05-23,Incline Barbell Bench Press,Chest,70.0,lbs,8,,,,""
2025-05-26,Longpull,Back,190.0,lbs,11,,,,""
2025-05-26,Longpull,Back,190.0,lbs,7,,,,""
2025-05-26,Longpull,Back,170.0,lbs,9,,,,""
2025-05-26,Longpull,Back,170.0,lbs,8,,,,""
2025-05-26,Pulldown (Free Weights),Back,125.0,lbs,7,,,,""
2025-05-26,Pulldown (Free Weights),Back,115.0,lbs,8,,,,""
2025-05-26,Pulldown (Free Weights),Back,115.0,lbs,7,,,,""
2025-05-26,Pulldown (Free Weights),Back,115.0,lbs,7,,,,""
2025-05-26,Rows (Free Weights),Back,125.0,lbs,12,,,,""
2025-05-26,Rows (Free Weights),Back,125.0,lbs,10,,,,""
2025-05-27,Shoulder Press,Shoulders,115.0,lbs,10,,,,""
2025-05-27,Shoulder Press,Shoulders,115.0,lbs,7,,,,""
2025-05-27,Shoulder Press,Shoulders,105.0,lbs,8,,,,""
2025-05-27,Shoulder Press,Shoulders,105.0,lbs,7,,,,""
2025-05-27,Barbell Curl,Biceps,80.0,lbs,12,,,,""
2025-05-27,Barbell Curl,Biceps,80.0,lbs,9,,,,""
2025-05-27,Rope Push Down,Triceps,120.0,lbs,9,,,,""
2025-05-27,Rope Push Down,Triceps,120.0,lbs,9,,,,""
2025-05-27,Lateral Dumbbell Raise,Shoulders,25.0,lbs,11,,,,""
2025-05-27,Lateral Dumbbell Raise,Shoulders,25.0,lbs,10,,,,""
2025-05-27,Barbell Curl,Biceps,80.0,lbs,7,,,,""
2025-05-27,Barbell Curl,Biceps,70.0,lbs,7,,,,""
2025-05-27,Rope Push Down,Triceps,110.0,lbs,10,,,,""
2025-05-28,Barbell Squat,Legs,80.0,lbs,10,,,,""
2025-05-28,Barbell Squat,Legs,80.0,lbs,8,,,,""
2025-05-28,Barbell Squat,Legs,80.0,lbs,6,,,,""
2025-05-28,Barbell Squat,Legs,70.0,lbs,6,,,,""
2025-05-28,Leg Press,Legs,145.0,lbs,4,,,,""
2025-05-28,Leg Press,Legs,100.0,lbs,12,,,,""
2025-05-28,Leg Press,Legs,100.0,lbs,12,,,,""
2025-05-28,Leg Press,Legs,100.0,lbs,12,,,,""
2025-05-29,Incline Dumbbell Bench Press,Chest,90.0,lbs,11,,,,""
2025-05-29,Incline Dumbbell Bench Press,Chest,85.0,lbs,11,,,,""
2025-05-29,Incline Dumbbell Bench Press,Chest,80.0,lbs,7,,,,""
2025-05-29,Incline Dumbbell Bench Press,Chest,80.0,lbs,6,,,,""
2025-05-29,Chest Press,Chest,90.0,lbs,8,,,,""
2025-05-29,Chest Press,Chest,90.0,lbs,7,,,,""
2025-05-29,Chest Press,Chest,90.0,lbs,7,,,,""
2025-05-29,Chest Press,Chest,90.0,lbs,7,,,,""
2025-05-30,Pulldown (Free Weights),Back,125.0,lbs,10,,,,""
2025-05-30,Longpull,Back,150.0,lbs,8,,,,""
2025-05-30,Pulldown (Free Weights),Back,125.0,lbs,8,,,,""
2025-05-30,Pulldown (Free Weights),Back,115.0,lbs,10,,,,""
2025-05-30,Pulldown (Free Weights),Back,115.0,lbs,8,,,,""
2025-05-30,Longpull,Back,150.0,lbs,7,,,,""
2025-05-30,Longpull,Back,150.0,lbs,8,,,,""
2025-05-30,Longpull,Back,150.0,lbs,8,,,,""
2025-05-30,Low Row (Free Weight),Back,80.0,lbs,8,,,,""
2025-05-30,Low Row (Free Weight),Back,80.0,lbs,8,,,,""
2025-05-30,Low Row (Free Weight),Back,80.0,lbs,8,,,,""
2025-05-30,Low Row (Free Weight),Back,80.0,lbs,8,,,,""
2025-05-31,Incline Dumbbell Bench Press,Chest,90.0,lbs,11,,,,""
2025-05-31,Incline Dumbbell Bench Press,Chest,85.0,lbs,9,,,,""
2025-05-31,Incline Dumbbell Bench Press,Chest,75.0,lbs,9,,,,""
2025-05-31,Incline Dumbbell Bench Press,Chest,75.0,lbs,9,,,,""
2025-05-31,Chest Press,Chest,100.0,lbs,7,,,,""
2025-05-31,Chest Press,Chest,100.0,lbs,6,,,,""
2025-05-31,Chest Press,Chest,90.0,lbs,8,,,,""
2025-05-31,Chest Press,Chest,90.0,lbs,6,,,,""
2025-05-31,Pec Fly (Machine),Chest,60.0,lbs,12,,,,""
2025-05-31,Pec Fly (Machine),Chest,60.0,lbs,11,,,,""
2025-05-31,Pec Fly (Machine),Chest,46.0,lbs,15,,,,""
2025-05-31,Pec Fly (Machine),Chest,53.0,lbs,12,,,,""
2025-06-01,Barbell Squat,Legs,80.0,lbs,11,,,,""
2025-06-01,Barbell Squat,Legs,80.0,lbs,8,,,,""
2025-06-01,Barbell Squat,Legs,70.0,lbs,9,,,,""
2025-06-01,Barbell Squat,Legs,70.0,lbs,8,,,,""
2025-06-03,Longpull,Back,175.0,lbs,12,,,,""
2025-06-03,Longpull,Back,175.0,lbs,11,,,,""
2025-06-03,Longpull,Back,175.0,lbs,9,,,,""
2025-06-03,Longpull,Back,175.0,lbs,8,,,,""
2025-06-03,Pulldown (Free Weights),Back,125.0,lbs,8,,,,""
2025-06-03,Pulldown (Free Weights),Back,125.0,lbs,6,,,,""
2025-06-03,Pulldown (Free Weights),Back,115.0,lbs,8,,,,""
2025-06-03,Pulldown (Free Weights),Back,115.0,lbs,8,,,,""
2025-06-03,Low Row (Free Weight),Back,90.0,lbs,8,,,,""
2025-06-03,Low Row (Free Weight),Back,90.0,lbs,8,,,,""
2025-06-04,Shoulder Press,Shoulders,125.0,lbs,5,,,,""
2025-06-04,Shoulder Press,Shoulders,115.0,lbs,8,,,,""
2025-06-04,Shoulder Press,Shoulders,115.0,lbs,6,,,,""
2025-06-04,Shoulder Press,Shoulders,105.0,lbs,6,,,,""
2025-06-04,Shoulder Press,Shoulders,45.0,lbs,8,,,,""
2025-06-04,Barbell Curl,Biceps,90.0,lbs,10,,,,""
2025-06-04,Barbell Curl,Biceps,90.0,lbs,7,,,,""
2025-06-04,Barbell Curl,Biceps,80.0,lbs,8,,,,""
2025-06-04,Lateral Dumbbell Raise,Shoulders,25.0,lbs,12,,,,""
2025-06-04,Lateral Dumbbell Raise,Shoulders,25.0,lbs,12,,,,""
2025-06-04,Rope Push Down,Triceps,120.0,lbs,11,,,,""
2025-06-04,Rope Push Down,Triceps,120.0,lbs,11,,,,""
2025-06-04,Lateral Dumbbell Raise,Shoulders,20.0,lbs,12,,,,""
2025-06-04,Lateral Dumbbell Raise,Shoulders,20.0,lbs,12,,,,""
2025-06-04,Barbell Curl,Biceps,80.0,lbs,8,,,,""
2025-06-05,Barbell Squat,Legs,80.0,lbs,12,,,,""
2025-06-05,Barbell Squat,Legs,80.0,lbs,8,,,,""
2025-06-05,Barbell Squat,Legs,80.0,lbs,8,,,,""
2025-06-05,Barbell Squat,Legs,80.0,lbs,8,,,,""
2025-06-06,Incline Dumbbell Bench Press,Chest,90.0,lbs,12,,,,""
2025-06-06,Incline Dumbbell Bench Press,Chest,85.0,lbs,9,,,,""
2025-06-06,Incline Dumbbell Bench Press,Chest,80.0,lbs,9,,,,""
2025-06-06,Incline Dumbbell Bench Press,Chest,80.0,lbs,9,,,,""
2025-06-06,Chest Press,Chest,95.0,lbs,6,,,,""
2025-06-06,Chest Press,Chest,90.0,lbs,7,,,,""
2025-06-06,Chest Press,Chest,90.0,lbs,6,,,,""
2025-06-06,Chest Press,Chest,80.0,lbs,10,,,,""
2025-06-06,Pec Fly (Machine),Chest,67.0,lbs,9,,,,""
2025-06-06,Pec Fly (Machine),Chest,67.0,lbs,9,,,,""
2025-06-06,Pec Fly (Machine),Chest,60.0,lbs,11,,,,""
2025-06-06,Pec Fly (Machine),Chest,60.0,lbs,11,,,,""
2025-06-08,Pulldown (Free Weights),Back,125.0,lbs,12,,,,""
2025-06-08,Pulldown (Free Weights),Back,125.0,lbs,9,,,,""
2025-06-08,Pulldown (Free Weights),Back,125.0,lbs,7,,,,""
2025-06-08,Pulldown (Free Weights),Back,115.0,lbs,9,,,,""
2025-06-08,Longpull,Back,150.0,lbs,10,,,,""
2025-06-08,Longpull,Back,150.0,lbs,9,,,,""
2025-06-08,Longpull,Back,150.0,lbs,10,,,,""
2025-06-08,Longpull,Back,150.0,lbs,8,,,,""
2025-06-08,Low Row (Free Weight),Back,55.0,lbs,20,,,,""
2025-06-10,Barbell Squat,Legs,80.0,lbs,12,,,,""
2025-06-10,Barbell Squat,Legs,80.0,lbs,10,,,,""
2025-06-11,Incline Dumbbell Bench Press,Chest,90.0,lbs,12,,,,""
2025-06-11,Incline Dumbbell Bench Press,Chest,90.0,lbs,8,,,,""
2025-06-11,Incline Dumbbell Bench Press,Chest,85.0,lbs,6,,,,""
2025-06-11,Incline Dumbbell Bench Press,Chest,80.0,lbs,7,,,,""
2025-06-11,Chest Press,Chest,90.0,lbs,8,,,,""
2025-06-11,Chest Press,Chest,45.0,lbs,9,,,,""
2025-06-11,Chest Press,Chest,70.0,lbs,9,,,,""
2025-06-11,Chest Press,Chest,45.0,lbs,7,,,,""
2025-06-11,Chest Press,Chest,70.0,lbs,9,,,,""
2025-06-11,Chest Press,Chest,45.0,lbs,7,,,,""
2025-06-11,Chest Press,Chest,70.0,lbs,9,,,,""
2025-06-11,Chest Press,Chest,45.0,lbs,7,,,,""
2025-06-11,Incline Dumbbell Fly,Chest,45.0,lbs,12,,,,""
2025-06-11,Incline Dumbbell Fly,Chest,45.0,lbs,10,,,,""
2025-06-11,Incline Dumbbell Fly,Chest,50.0,lbs,8,,,,""
2025-06-12,Longpull,Back,160.0,lbs,12,,,,""
2025-06-12,Longpull,Back,160.0,lbs,12,,,,""
2025-06-12,Longpull,Back,160.0,lbs,11,,,,""
2025-06-12,Longpull,Back,160.0,lbs,8,,,,""
2025-06-12,Pulldown (Free Weights),Back,125.0,lbs,8,,,,""
2025-06-12,Lat Pulldown,Back,150.0,lbs,10,,,,""
2025-06-12,Lat Pulldown,Back,150.0,lbs,10,,,,""
2025-06-15,Barbell Squat,Legs,90.0,lbs,9,,,,""
2025-06-16,Incline Dumbbell Bench Press,Chest,90.0,lbs,12,,,,""
2025-06-16,Incline Dumbbell Bench Press,Chest,85.0,lbs,10,,,,""
2025-06-16,Incline Dumbbell Bench Press,Chest,85.0,lbs,8,,,,""
2025-06-16,Incline Dumbbell Bench Press,Chest,80.0,lbs,6,,,,""
2025-06-16,Incline Dumbbell Bench Press,Chest,50.0,lbs,4,,,,""
2025-06-16,Chest Press,Chest,95.0,lbs,8,,,,""
2025-06-16,Incline Dumbbell Fly,Chest,50.0,lbs,12,,,,""
2025-06-16,Chest Press,Chest,95.0,lbs,6,,,,""
2025-06-16,Chest Press,Chest,80.0,lbs,6,,,,""
2025-06-16,Chest Press,Chest,80.0,lbs,8,,,,""
2025-06-17,Pulldown (Free Weights),Back,130.0,lbs,11,,,,""
2025-06-17,Pulldown (Free Weights),Back,130.0,lbs,7,,,,""
2025-06-17,Pulldown (Free Weights),Back,125.0,lbs,8,,,,""
2025-06-17,Pulldown (Free Weights),Back,115.0,lbs,11,,,,""
2025-06-17,Pulldown (Free Weights),Back,45.0,lbs,12,,,,""
2025-06-17,Dumbbell Row,Back,70.0,lbs,12,,,,""
2025-06-17,Longpull,Back,150.0,lbs,10,,,,""
2025-06-17,Longpull,Back,150.0,lbs,8,,,,""
2025-06-17,Longpull,Back,140.0,lbs,8,,,,""
2025-06-17,Longpull,Back,140.0,lbs,8,,,,""
2025-06-17,Low Row (Free Weight),Back,70.0,lbs,8,,,,""
2025-06-18,Shoulder Press,Shoulders,115.0,lbs,9,,,,""
2025-06-18,Shoulder Press,Shoulders,115.0,lbs,7,,,,""
2025-06-18,Shoulder Press,Shoulders,105.0,lbs,10,,,,""
2025-06-18,Shoulder Press,Shoulders,90.0,lbs,8,,,,""
2025-06-18,Barbell Curl,Biceps,90.0,lbs,11,,,,""
2025-06-18,Barbell Curl,Biceps,90.0,lbs,8,,,,""
2025-06-18,Rope Push Down,Triceps,120.0,lbs,9,,,,""
2025-06-18,Rope Push Down,Triceps,120.0,lbs,11,,,,""
2025-06-18,Lateral Dumbbell Raise,Shoulders,25.0,lbs,12,,,,""
2025-06-19,Barbell Squat,Legs,90.0,lbs,10,,,,""
2025-06-20,Incline Dumbbell Bench Press,Chest,90.0,lbs,12,,,,""
2025-06-20,Incline Dumbbell Bench Press,Chest,90.0,lbs,9,,,,""
2025-06-20,Incline Dumbbell Bench Press,Chest,85.0,lbs,10,,,,""
2025-06-20,Incline Dumbbell Bench Press,Chest,80.0,lbs,6,,,,""
2025-06-20,Chest Press,Chest,70.0,lbs,12,,,,""
2025-06-20,Chest Press,Chest,70.0,lbs,10,,,,""
2025-06-20,Chest Press,Chest,70.0,lbs,9,,,,""
2025-06-20,Chest Press,Chest,70.0,lbs,11,,,,""
2025-06-20,Chest Press,Chest,45.0,lbs,6,,,,""
2025-06-20,Incline Dumbbell Fly,Chest,50.0,lbs,10,,,,""
2025-06-20,Incline Dumbbell Fly,Chest,50.0,lbs,12,,,,""
2025-06-20,Incline Dumbbell Fly,Chest,55.0,lbs,9,,,,""
2025-06-20,Incline Dumbbell Fly,Chest,55.0,lbs,7,,,,""
2025-06-20,Dips (Chest),Chest,0.0,lbs,12,,,,""
2025-06-20,Dips (Chest),Chest,0.0,lbs,12,,,,""
2025-06-20,Dips (Chest),Chest,0.0,lbs,12,,,,""
2025-06-20,Dips (Chest),Chest,0.0,lbs,12,,,,""
2025-06-21,Pulldown (Free Weights),Back,125.0,lbs,11,,,,""
2025-06-21,Pulldown (Free Weights),Back,125.0,lbs,7,,,,""
2025-06-21,Pulldown (Free Weights),Back,115.0,lbs,9,,,,""
2025-06-21,Pulldown (Free Weights),Back,115.0,lbs,9,,,,""
2025-06-21,Pulldown (Free Weights),Back,90.0,lbs,7,,,,""
2025-06-21,Low Row (Free Weight),Back,90.0,lbs,10,,,,""
2025-06-21,Low Row (Free Weight),Back,90.0,lbs,10,,,,""
2025-06-21,Low Row (Free Weight),Back,100.0,lbs,9,,,,""
2025-06-21,Low Row (Free Weight),Back,100.0,lbs,8,,,,""
2025-06-21,Low Row (Free Weight),Back,90.0,lbs,7,,,,""
